Msg,Label1
dubarri durbummaa hin qabne dirree shaakala dhiirotaa ta'uu qabu,1
shamarri durbummaa hin qabne farda luugama hin qabneedha,1
obboleettii keetin hin jenne obboloota biraadhan hin jedhin,10
durbuma funyaan mokoronii xiqqoo ga'utu dhiira filachuuf boo'am,1
shamarri dhaqna hin qabanne mi'a qodaa caccabsiti,1
durbi kaaffee barte bultiif hin taatu,1
durbi wiigii godhattu seexanuma mormituu gooftaa fakkkaatti,1
dhiirri shamarran durbummaa hin qabne hin fuunu fayyadamna,1
yaa dubartii nanna durboota jiran keessaa gowwaadha,1
oduu dhiisi jaaladha bareedduu,10
sagaagaltuu godhamtuu salamtuu wayii,1
addaggeen maal beekta silaammoo,1
beeki muxxee wayii,1
baayyee bareeddu ijarraa hafi,10
bareedduu intala abbaa gadaa umurii dheeradhu sabboontuu,10
dhiirri oromoo dubara oromoo hin fuudhinaa,1
shamarran oromoos dhiira oromoo hin heeruminaa,1
dhiira shamarran durbummaa hin qabne birrii soddomayyuu gabbartanii hin fuudhinaa,1
durbi onlaayinii teessu bultiif hin taatu,1
dhiirri sa'aatii onlaayinii taa'u bultiif hin,1
bareedduu shamarran,10
bareedduu shamarran jimmaa,10
durbi durbummaa hin qabne ofoffee jedheen waama eenyu jettu,1
durba durbummaa hin qabne fuudhuun dhaabbatu,1
godina baalee bahaa aanaa gindhiir magaalaa gindhiir humni addaa poolisii oromiyaa shamarran oromoo irratti yaalii dirqisiisanii gudeeduu taasisanii jiraachun himame,10
maddi dabaluun halkan dawoo godhachuunis haawwolii shamarran babbareedoo tahan afaan qawweetin sodaachisanii dirqisiisun lakkkoofsa bilbilaa fuudhanii iddoo waamnetti koottu doorsisaa akkka jiran namni odeeffanne addeessera,10
yaa shaarmuxittii dhufa guyyaan hudduu gadi deebisan,1
sagaagaltuu namittii isinuu tplf gadhoota harree nafxanyaa,1
bada gantoota addaggee,1
muxxee teetti mukni galu,1
badhaadhinni salu dullattii jaartii nafxanyaa,1
ajuusaa dhiiga ilmaan oromoo dhugaa jirta shallee addaggee jaartii,1
bishaan muxxee keetin yaa'u fakkkaatee kufaatin namaa addaggee,1
intaloo xeerii ajaa balaan rabbii buutu inshaa allaah,1
dhamaatuu dhalaan furdoo guddoo hin qabdu barreeffamuma barreessitee biyya bulchita jechuudhaa,1
intala harreen dhalchee booyyeetti heerumsiise akkka teetii,1
dullacha cigarii laguun kofa kukkkute,1
dullattii gaafaa guutan jette dubbatamii ajooftu muxxichii akkka anteenaa raadiyootti dhabbattu,1
harrittii kufuun hin hafu,1
fokkkattuu haadha fakkkaattuu,1
shaarmuxittii dullattii,1
haadha garaa ajooftuu usi,1
intala abbaan dubrummaa fuudhe maal jette,1
badhaadhinni salu salamtuu,1
natu guure muxxee teetti yaa intala mililik,1
icci addaggee wayii,1
salamuun tarkaanfii fakkkaate dogoggorte yaa shallee,1
addaggee deemii uummata balleessi,1
fuchee haadha deemi harreef kenni harroonni hudduu salan,1
muxxee quba lamaanin sali,1
fakkkaate yaa bada addaggee addaggee salamaan aangoo argate,1
garbittii haadharaa'u odeessitee hin hafu,1
muxxee haadha keetii sali shaarmuxittii,1
muxxee tarkaanfata,1
gantuu fakkkeessituu achi hin fakkkaatin,1
tortortuu jaartii girrisuma kanatu aangootti baase,1
addaggee shallee jaarsummaa keetuu hin beektu akkkuma eegee bonobbontee kijiba hafarsita,1
kolkollee girrisaa jettee intala addaggee,1
ajooftuu mana fincaanii nafxanyaati salamtuu,1
addaggee shimallisitu hudduu godha intala haadha salan,1
saritti ganaa lubbuun teetu bahati abbaa keeti ,1
jaalattu fuula hin ilaalin oromoo,1
dullattii aangoo argachuuf jettee waanuma agarte hin alba'in,1
niitiii pp wanta gaarii egdanii,1
harrichoof gugguufta atumti jaartin duutun tun,1
dullattii abiyoot hudduu salu buutu rabbiin argarsiisu abbo,1
jaartiin kunis maraatteeyii,1
hattuu gubattuu jaartii,1
jaartiin tunis kijibdee hin dhiiftuu,1
maal gargaara intala haadha muxxee,1
shaarmuxittii intala minilik,1
anatu hudduu sale,1
us shaarmuxittii rabbi beekta mitii,1
dantaa keeti deemi achi waree,1
intaloo addaggee oromoo nyaatte,1
addaggee hudduu afaan walitti banan,1
yaa intala zinnaan dhalattee usi,1
saree maraatte deemi ilmoo addaggee,1
nafxanyittii dhaltuu,1
salamtuu sareen amaaraa salee fincaa'e,1
jaartiin tortoraan kuni maal haasa'a,1
addaggee hattuu intala,1
quba shananiin sali,1
muxxee quba kaayyadhu,1
salami deemii atis salamtuu kuduraa deemii abiyyi yi eenyu namtichi jedhaniin hudduu gurraattii raammoon yaatu kenniif salamtuu,1
hattuu gantuu jedha jaartii abiyoot,1
ecci maali afaan banuu baay'istee,1
mootii shamarranii ijarraa hafi bareedduu dubara oromoo,10
usi intala mana farshootti dhalatte,1
sabboontuu oromoo umrii dheeradhu baayyee bareedda ,10
dullattii haadharaawu,1
bitamtoota garaaf bultu,1
bareedduu oromoo rabbi bakkkaan gahu yaadaf muraada rabbiin guutu,10
dullattii ijaan argee mukan hudduutti galcha,1
seenaa guddaa hojjettee jirta jabaadhu sabboontittii dhugaa ,10
horii buli umrii dheertuu hayyuu ,10
intala intala oromoo jabaadhaa duuka jirraa,10
sobduu soba dhiisi,1
intala oromoo jiraadhu,10
fokkkattuu mucaa,1
goota dubartiiti,10
bareedduu ija qabu horii buli,10
bareedduu intala abbaa gadaa jiraadhu mooniyyee,10
dhugaa jette bareedduu intala oromoo,10
giiftii,10
bareedduu intalaa namatti tolta dhugaa waaqaa,10
dhugaa keeti sabboontuu sabaa,10
dhugaadha jette intala oromtichaa,10
maal jette miidhagduu tolee dhugaa keeti galatoomi wanti jette hunduu sirriidha,10
atis jiraadhu bareedduu wayii,10
bareedduu jirtaa,10
qaruuxee intala oromoo kutii baasi,10
bareedduu jaaladheen jira moonee,10
niitiiin jaalallee dhabdee rakkkachaa jirti fakkkaata sobduu maaltu jaalata tv boqqoolloo keessaa ba'i argattaa,1
damma bareedduu anumtillee lapheerran jaaladha,10
moonee bareedduu,10
dilbata gaarii fokkkistuu wayii,10
mooneet haalan bareedda,10
jiraadhu giiftii,10
sabboontuu intala oromoo ijarraa hafi,10
bareedduu wayiidhaa ija hafi,10
bareedduu intala oromoo galatoomi atis,10
moonee intala abbaa gadaa ijarraa hafi,10
baayyee bareeddam dhugaadha giiftii akkkam godhu maaloo,10
dubbiin yaadni fuulli bareedadha,10
intala abbaa gadaa bareedduu jiraadhu,10
sabboontuu shamarree dirree jiraadhu jaalannaa,10
sabboontuu mucaa buli,10
intala fokkkottuu maaluma jaartii bilxiginnaa,10
intala mana farshootti dhalatte,10
akkkam fookkkisti maaloo,10
bareedduu umphaa,10
bareedduu jiraadhu jaalladha simboo qabeettii,10
sabboontuu sabaa jiraadhu,10
salamtuu gaazexeessaa akkkanaa takkkaa hin argine ilmaan islaamaa azabatti naquuf qophooftedha,1
maashaa buli sabboontuu,10
dhiironni dubara bareedduu caalaa dubara qulqullina eeggattu jaalatu,10
dhiironni bara garee gruuppii ijaaruu mana ijaartanii bultii ijaarrachuu hin beektan dhageessetta gurbaa,1
durbas taatu dubartii kabaji ta'aaf liqimsi,10
shamarran bijaamaa uffattu hundi fakkkiima qamalee boqqoolloo bukkkee dhaaban fakkkaatti,10
intalli qalloon bifa dhabdus tolti,10
amantees amanuu baattee bara dubartii durbummaan hin jiru,1
dhuguma shamarran safuu qabeettin warqiidha,10
yaa sabaa shamarran durbummaa hin qabne hin fuudhinaa,1
durbi qamisii keewwattu ulfa fakkkaattim,1
durbi furdoon biyyaafis dhiiraafis ba'aadha taateef dhiironni eegaa,1
yookan booroo hin qabdu yookan amala hin qabdu badduu taate,1
durbi seeran guddatte haadha manaa darbitee utubaa manaa namaaf taati,10
shamarran naafxaa gubataa qarshii jaallatu jedhu,10
dubartii lootariin hin barbanne barbaaduf hin bahan nagaan bulaa,10
shamarran mindaa qarshii 500 ramadamnaan heerumaaf gaggabuum,1
dubartin gabaabduun teessuma akaakaa fakkkaatti,1
nama jaallatu dhiiras ta'e shamarree wal hin sobiinaa,10
shamarran dhiira wanti barbaadan jiraate onnee qulqulluu kunuunsa gaarii qofaadha,10
durba booroo hin qabne feesisa,10
shamarree fuula bareeddurraa shamarree yaada bareeddutu caalaa,10
amala dubaraa keessaa tokkko sobanii kakachuudha,10
durbi heerumnaan sanyoo goofta barbaaduu dhiisti,1
shamarran haadha ta'aniif kabajuu qabna,10
durba durbummaa hin qabnee fuudhanii akkkamiin waliin jiraatu safuu,1
hafe rakkkoo maal qaba fuuti durba durbummaa hin qabne,1
dhiira durbummaa hin qabnetti heerumanii akkkamiin jiraatu,1
dhiira durbummaa hin qabnee namarraa yaa qabu,1
dubartiin gurraattiin halkan wajjiin buluu hin taatu ija ilkaan hin mul'atuu,1
shamarreen gabaabduun garee jirtu mooyyee hiyyeessa fakkkaatti,1
dhiira uffata yeroodhaaf fayyadamu kkkk,1
durbaaf agadaa alaanfatanii tufu,1
dhiiraf bishaan abbuuqqatanii tufu,1
durbi qalloo morma dheerattu sattawwaa fakkkaatti,1
dhiirri gabaabduun farroodha warri shamarranii,1
dhiirri garaa guddaa haadha manattis biyyattis ba'aa taha,1
dhiirri hudduu guddaa dhuufuu qabachu hin danda'u,1
rakkkinaaf shamarree biyya arabaa kaadhimachuun salphina,1
durba ammaa rakkkiinumaaf fuudhuu hoji hin beektu,1
dhiirri bareedan soba baay'isa,1
dhugaadha waqaa dhiira bareduu amanee hin beeku,1
dubarri bareeddun dhuufuu baayyisti,1
durba baayyee dheertuu muka ibsaa fakkkaatti,1
dhiira gabaabaa yeroon argu imimmaantu qaba,1
dhiirri durba birrii hin qabne fuutu hundi gowwaadha,1
dhiira bareeda jaallachuu jaalallee taa'u wayya,1
dhiirri bareedan ormaati dhuguma jette,1
dhiiri hiv qabuufii durbi durbummaa hin qabne gowwaadha dubbiin siiriiin,1
durba ammaa mana fincaanii yeroof fayyadamta,1
dhiira kuukkkii qabutti heerumuurra dhaabbatanii hafuu wayya,1
dhiira caatii nyaatu dhiira shiishaa dhugdutti heerumuurra manatti hafuu wayya,1
durbi qalloo morma dheerattu sattawwaa fakkkaatti,1
shamarran dhiiraf qaanii hin qaaliidha,10
shamarran bara faana turuuf fuudhaf hin taatani rabbi,1
shamarran amboo shamarreen garee hundi odeessituudha,1
durbi gabaabduun moonyee xaaliyaanii fakkkaatti,1
dubarri diimtuun buqqee jarsoo fakkkaati,1
shamarran rifeensa gaggabaabaa ganama hirribaa kaatu seexana fakkkaatti,1
shamarran biyyaa arabaa jirtu goota onnee sibiilaati,10
durba bara jaallachuu mannaa ciisee sirba dhaggeeffachuu wayya,1
dubarri diimtuun buqqee jarsoo fakkkaati,1
dhiirri ammaa feesbuukii irratti garee ijaaruu mana ijaaree durba fuudhuu hin beeku,1
durbi dheertuu beektu hin qabdu,1
dubarri furdoo gabaabduun barmeelii citaa fakkkaatti,1
dhiirri areeda rifeensa fuularraa hin qabne marti dubartii fakkkaatam ugaa waaqaa,1
rakkkinaaf durba biyya arabaa shooshiluun salphina,1
dubartii diimtuun barbadaa ibiddaa fakkkaati,1
durbi booroo hin qabne lakkkoofsa tokkko fakkkaattim,1
dhiironni gaafa raftan uffata jalaa paantii baayyee qabu uffattanii hin rafinaa,10
shamarran funyaan dheertuu allaattii abbaa koddaa abbaa mokkkee jedhamu fakkkaatti,1
shamarran qalloo dheertuu hundatu bareeda,10
durbi shawaa jaalalaaf dawaadha,10
dubartoonni teessuma furdifachuuf yaalan du'aa jiru,10
dubartoonni kumaatamaan lakkkaa'aman teessuma gabbifachuuf yaalii hin taasifne hin jiru,10
torban dubartiin lammii biriteen miidhagina baqaqsanii hodhuu teessuma biraazil brazilian butt lift bbl masoodhaan waamamu taasifataa jirtuu duuteetti,10
dubartiin tessuma furdifachuun duute biriteenirraa lammaffaa ta'uu isheeti,10
shamarran biyya arabaa hundumtuu haadhoo kooti,10
shamarran biyya arabaa warri jaalala beeku hin jiru,1
addaggee haadharaaw dhiirummaan rifeensan miti bari,1
durbi amala qabdu abbaa manaa hin dhabdu ,1
dhiirri amala qabuu bajaajii qabu jaalallee hin dhabu,1
shamarran himuu dhiira mana kiraa jiraatutti heerumtu taanan harkuma keessaniin ajjeeftan,1
shamarran jachuun badhaasa badhaasa rabbiin ilma namaa maraaf kenneedhakunuunfadhaa,10
shamarran dhiirris fokkkataa hin qabu sababni isaas uuman waaqa hundi bareeddudha,10
amantes amanuu baattes nuyi shamarran biyya arabaa warqiidha,10
dhiirri shamarran boochisus gubata,1
durba durbummaa hin qabne fuudhuu koorra heerumte abbaa manaa hiikte fuudhuu wayya,1
durbi durbummaa hin qabnee manni balbala hin qabne tokkkodha,1
durbi durbummaa hin qabnee manni balbala hin qabne wal fakkkaatti,1
durbi durbummaa hin qabne bofa summii gatte fakkkaatti,1
dubarrii durbummaa hin qabnee soogiddi ayoodinii hin qabne dhibeef nama saaxilu,1
dubartii durbummaa hin qabne fuudhurra waardiyyaa geetaachoo asaffaa ta'uu wayya,1
durbi durbummaa hin qabne holqa soofumaarii wajjiin tokkko,1
durbi durbummaa hin qabne galma abbaa jifaar foddaan banamee taa'u fakkkaatti,1
addaggee gadhee keeti,1
qunnamtii saalaa sparmiin qaama dhiiraa keessaa bahu seelota killee cabsuu danda'an miiliuoona 300 carraa killee cabsuu argatu tokkko qofa,10
dhiirri tokkko umrii keessatii jiddugaleessaan 50 abjuudhaan wal qunnamtii taasisa,10
dhiirri furdaan dhiirota qal'aa dachaa sadiin wal qunnamtii turuu danda'u,10
dhiirri wal qunnamtii tokkkoo irratti nyaata torban lamaaf nyaate irratti baasii godha,10
dubartoonni dhiira durbummaa fudhate dagachuu hin danda'an dhiirris akkkasuma,10
dhiirri umuriin 20 ta'e jaalallee hin qabne gowwaadha ,1
dubartiin durbummaa baattus boosettiidha,1
dhiirri hirriba jaalatu bultiif hin taatu ,1
dhiirri buqqee mataa guddaatu ganama ganama danda'e hirribaa hin kahu,1
dhiirri hirriba jaalatu bultiif hin taatu ,1
dhiirri gabaabduun farroodha warri shammaranii,1
dhiirri garaa guddaa haadha manattis biyyaatis ba'a taha ,1
shamarran shawaa warqiidha,10
dhiira gurraachaf dhibee garaachaa qabu,1
bareedas ta'ee fokkkisaa dhiirri hunduu sobduudha,1
dubartiin hanguma durbummaa ofharkaa qabdutti dhiira rakkkisti sabaaf sablammii biyyattiiti,1
jaalalli dhiira bara bajaajiin daandii walakkkatti nama gatu,1
durbi gabaabdu furdoon jabanaa bunaa fakkkaati,1
dubartiin haadha obboleettiidha haadha warraadha kunuunfadhu ,10
dubarrii habaabon kunuunsa qabaannan bareedanii nama bareechu,10
shamarran bara kiisii dhiiraa elmuu saawwa elmuu hin beektu,1
shamarran beerut yaatu dubaa'i saa'udii yaatu maraattudha,1
tortora wayiidha maalitti beekta dubara biyya alaa,1
dubara biyyaa alaa shaamaa ifaa jechuudha,10
harree haadha keetii shamarran biyya arabaa dheebottee beeloftee ija hamaan ilaalamteetu gadi qabdee dalagatti,1
gadhee shamarranii dubbachuun afaan qulqulleeffachuu barbaachisa dhoqqee,1
dheedhii wayii shamarran arabaa kutattuu jabduudha doomadha sammuu qulleeffadhu diqaalaa,1
qarreen tun bilisummaa huseen jedhamti dubartii jabduu sabboonummaa qabduudha,10
durba qalloo fuudhu mannaa yakkka hojettee seeratti harka kennachuu wayya,1
durba bara jaallachuurraa dubartii abbaan manaa du'e fuuchuu wayyaam,1
yaa dhiira diimaa furdaa gabaabaa atis hin lakkkaa'amta dhiirota,1
dhiirri birrii qabaannan dubartii abbaa manaa jalaa iyyuu hinuma fuudha,1
dubartiif meerkuriin yoomillee addunyaaf qaalii,10
dhiira qallatti heerumaa mannaa dhaabbadhee hafuu wayya,1
onneen shamarranii jaalalaan guutudha,10
durbi booroo guddattu fattee fakkkaatti,1
durbaa baatiriin kabalan hin sirrattu,1
shamarreen garee hundi bultiif hin taatu,1
dhiirri feesbuukii fayyadamu bultiif hin,1
dubarri bareeddun hiriyaa dhugaa hin qabdu sobdee namatti boonti,1
durba bara ammaa jaalala mitii utaalloonuu hin qabu,1
dubarrii habaabon kunuunsa qabaannan bareedanii nama bareechu,10
durbi harreen kabaja hin jaallattu kaballaaf dullaa,1
shamarran oromoo marti qimamiidha,10
durba abidda bara baraadha,1
dhiirri garee keessaa namni tokkko bultiif taatu jirtaa dafii harka baasi,10
dhiira garee jirtu jibbisiisa,1
shamarreen dhiira argite hunda waliin kolfitu bultiif hin taatu,1
dhiira qarshii hin qabnee shamarra miti sheexanniyyuu hin barbaadu,1
shamarran diimtuu soba buuse dhugaadha,1
dhiira qallatti heeruma mannaa dhaabbadhe hafuu wayya,1
shamarran umrii guutuu onnee taahuf guyyaa rakkkoon muudate dhaabbadhu,10
shamarran garee garraamota,10
dhiira ammaatu saawwa fakkkaata,1
durbi gabaabduun dhuufuu dhuuftu awwaara kaastim,1
shamarran teessanii caammaa xaragsiifattan leestiroo fayyummaan shakkkisiisa,1
shamarran warqee soba hojjatamteedha,1
shamarran biiftuu ganamaati,10
shamarran harmi guddaa sa'a faranjii fakkkaatu,1
shamarran rifeensaa wiigii dabalaan ashaangullitti fakkkaatu,1
shamarree gabaabduu fagootti gaafan ilaalu gufuu fakkkaatti,1
dhiirri qallaa dheeraan sattawwaa fakkkaata,1
dubartoota durbummaa hin qabne hin fuudhinaa mee manatti hafanii boodaf fakkkeenya ta'anii,1
dhiira bajaaji hin qabne hin heeruminaa durboonni ,1
dhiira haala mijataa dhalate heerumuunis bara boo'ichaan golabuudhaa ,1
shamarran jachuun badhaasa badhaasa rabbiin ilma namaa maraaf kenneedhakunuunfadhaa,10
maraatetu durba kaampaasii durba arabaa amana,1
durba jenne seexana jenne dhiira jenne jenna,1
dhiirri gurraachi hantuuta fakkkaata,1
dubarri gurraattin dibata bareedinaa dibattee gaafa baatu goorillaa fakkkaatti,1
dhiirri gabaabaan shunkurtii fakkkaata,1
dubarri gurraattin jabanaa fakkkaatti,1
durbi hidhii diimeffattu silmii fakkkaatti,1
yaa dhiira diima furdaa gabaabaa atis lakkkaa'amta dhiirota,1
dhugumattuu dhiirri furdaa dheeran danqaraa karraa fakkkaata waaq,1
dhiira furdaa yeroon arguu dhugaa waaqaa boojitoo marqaa fakkkaata ,1
nattin qabaminaa dhiirri furdaa gabaabaan arba fakkkaatam ,1
durbi gabaabduun furdoon booyyee fakkkaatti,1
dhalaan furdoon booyyee fakkkaatti,1
durbi gabaabduun dibaabe qabattee deemtu dhuufuu jaarsaa nattii fakkkaatii,1
durba mudhiin furdaa arguu hin fedhu kiyyaan,1
dhiirri furdaa gabaabaan dhufu shankoora baakkkoo fakkkaata,1
durba hidhii furdaa jibbisiisam,1
dhiiruma hidhii furdaa jibbisiis foon dheedhii gurshu fakkkaata,1
shamarreen sagalee furdaa dhuguma shamarree ofiin jedhu amma,1
dubaartti sagalee furdaa jibbisiisa,1
dhiirri qalloon dhiifama sigaaraa fakkkaatu bagan furdaa ta'e,1
dhiirri furdaan buqqee fakkkaata,1
dhiirri furdaan eegdu manaa abbaa manaa hin,1
durboonni dhiira qallaa furdaa hin filatinaa,1
durba miila furdaa jibbisiisam,1
dhiirri sabboonummaa hin qabne dubartii boosettii fakkkaata,1
shamarran durbummaa hin qabne dhiira fakkkaatu,1
durbi sabboonumma hin qabne nyaata soogidda hin qabne fakkkaata,1
dhiiri feesbuukii kanarraa qoosaf bultiif hin tahu,1
dhiirri bara garee ijaaruu bultii ijaaruu hin beeku,1
dubartiin bara dubbii xibaaruu heerumtee ilmoo arguu hin feetu,1
dubartiin ammaa fokkkiiftuu qofaadha,1
dhalaa maallaqaa hin qabne dhiirri maal ittiin godha dhugaan jirtu tanuma,1
shamarran diddimtun gantuudha jedhe namni tokkko,1
shamarran arsiiti bajaajii nama birrii qabutu bitatee fayyadama ,1
shamarran biyyaa arabaa nama kaayyoo qabduudha,10
shamarran biyya arabaa hundi qaaliidha,10
dubara fokkkistuu maaltu amala dhowwaa,1
shamarran dhiiraf qaanii hin qaaliidha,10
shamarran gabaabduun gaafa ulfooftu kubbaa fakkkaatti,1
dubartiin dubartummaa durbummaa hin qabdu,1
durboonni dhiira areeda hin qabne akkka shamarraniitti ilaalla,1
dhiironni shamarran shurrubbaa hin qabne akkka obboloota dhiiratti ilaalla,1
dhiirri sareen bakkkuma hoo'e bulti,1
harree dubartii reebaa yaabbatu yoon jedhe maltu dhagahama,1
fardaaf dubartii abbuma jirutu yaabbata,1
dhiira sareen bakkkuma dhihe ciisu,1
dhiira bareeda suura faana ka'uuf ta'ee bultiif deemun wallaalummaadha,1
ijoollen dhiiraa saree kormaan wal fakkkaatu lachuu muka dhaabbatu agarraan fincaa'anii darbu,1
onneen dhiiraa furtuun chaayinaa tokkkoodha lamaanuu foorjidiidhan banamu,1
dhiira mataa moluu haraqee dhuguu jibbisiisa,1
dhiironni bajaajii hin qabne dhiira miti,1
durbi durbummaa hin qabne durba miti,1
dhiirri sareen fuuluma dhiqachuu jibbuu ,1
dubartii sareen arraba dheeratu,1
shamarraniif raachi bishaanuma keessaa bahuu jibbu,1
dhaltuu harreen dhuufuma qabachuu hin dandeessu,1
dhiirri gurra xiqqoo oduu achii funaanu jaalatti,1
saree dhiirri qorra hin dandeessu,1
dhiirri gabaabaa furdaan kuntaala boqqolloon guuttame fakkkaata,1
dhiira gabaabaa gabbara dachaan baasisuudha,1
dhiirri gabaabaa furdaan shuggee beddellee biira gadi galagale fakkkaata,1
durbi qeensi miila hin bareedne makiinaa gommaa deemu fakkkaatti,1
shamarree gurraattin dabbasaa gabaabaa qabdu seexana fakkkaatti,1
dhiirri diiman gabaabaan qunbursa fakkkaata,1
dubartii rifeensi gabaabaa hin jaalladhu,1
shamarran diimtu dheertu jibbisiisa,1
shamarran ammaa suura qofa irratti bareedu ,1
fokkkistuus tahee bareedduu shamarran hundi sobduudha,1
shamarran qaqalloon muka ibsaa fakkkaatti,1
dhiirri qaqalloon paastaa fakkkaata,1
walumaa galatti shamarran ammaa foorjidiidha,1
dhiirri durba miidhe goota hin jedhamu ,10
dhiirri furdaan waanuma midhaan nyaata ooluu fakkkaataa ,1
shamarran furdoon waanuma salamaa oltu fakkkaati,1
dhiirri feesbuukii fayyadamtu durbummaa balleessuu gabrummaa balleessuu hin dandeessu,1
durbi feesbuukii fayyadamtu durbummaa balleessuu kahuu hin beektu,1
dhiirri oromoo dubartii habashaa fuudhe dhiirummaa hin qabu muramte,1
dhiirri hin machoofne dhiirri kaalsinsaa hin ajoofne dhiira hin jedhamu jedhaniim,1
dhiirri gadhooftu machooftun gaa'ilaaf hin taatu ,1
durbaa durbumma hin qabanee waliin gaa'ila dhaabbachuun mannaa balbala hin qabnetti galuudha ,1
